"Story","Title","Result","Date","Stability","Duration (s)"
"LT-52 Refresh Incident Data","Map View - Refresh Data Time Stamp","SUCCESS","2020-05-18T12:34:31.826+10:00[Australia/Sydney]","0.0","66.58"
