"Story","Title","Result","Date","Stability","Duration (s)"
"LT-52 Refresh Incident Data","Map View - Refresh Data Time Stamp","SUCCESS","2020-05-18T12:34:31.826+10:00[Australia/Sydney]","0.0","66.58"
"LT-273 Text View of Incidents","All Sydney and All Regional filters","SUCCESS","2020-05-18T12:35:38.412+10:00[Australia/Sydney]","0.0","15.36"
